"TrackNum2_primary","n"
"1701635",3
"1701636",22
"1701637",23
"1701639",8
"1701640",3
"1701641",23
"1701642",8
"1701644",22
"1701646",9
"1701647",6
"1701648",8
"1701649",8
"1701652",8
"1701653",28
"1701655",20
"1701657",24
"1701662",22
"1701666",24
"1701668",8
"1701669",8
"1701670",13
"1701672",22
"1701673",7
"1701675",21
"1701676",23
"1701679",3
"1701682",22
"1701693",22
"1701694",22
"1701696",20
"1701698",22
"1701701",6
"1701702",3
"1701704",27
"1701707",22
"1701708",22
"1701710",8
"1701712",8
"1701715",3
"1701716",22
"1701718",3
"1701720",24
"1701728",6
"1701730",3
"1701733",28
"1701736",9
"1701737",7
"1701739",9
"1701742",8
"1701744",4
"1701745",3
"1701746",21
"1701747",9
"1701751",23
"1701753",22
"1701755",22
"1701757",24
"1701759",20
"1701762",23
"1701764",20
"1701766",21
"1701767",3
"1701768",5
"1701770",9
"1701772",8
"1701774",23
"1701775",10
"1701782",24
"1701784",31
"1701786",24
"1701789",3
"1701790",8
"1701793",9
"1701794",9
"1701795",23
"1701796",22
"1701797",8
"1701798",23
"1701800",22
"1701802",22
"1701804",8
"1701805",22
"1701808",24
"1701810",24
"1701812",22
"1701813",22
"1701814",22
"1701815",28
"1701818",22
"1701819",22
"1701820",22
"1701821",22
"1701822",8
"1701823",22
"1701824",22
"1701826",34
"1701827",28
"1701828",20
"1701829",8
"1701832",21
"1701833",34
"1701841",22
"1701847",24
"1701849",27
"1701850",23
"1701851",3
"1701852",8
"1701853",28
"1701854",22
"1701855",1
"1701856",22
"1701857",27
"1701858",8
"1701860",23
"1701861",22
"1701862",9
"1701864",2
"1701865",27
"1701866",26
"1701869",1
"1701870",22
"1701873",3
"1701875",22
"1701876",2
"1701878",22
"1701879",22
"1701880",8
"1701882",8
"1701885",11
"1701888",17
"1701889",24
"1701897",22
"1701901",22
"1701902",22
"1701903",28
"1701904",20
"1701905",27
"1701906",3
"1701907",20
"1701910",27
"1701912",23
"1701913",9
"1701916",8
"1701917",9
"1701919",8
"1701920",24
"1701926",35
"1701937",9
"1701940",23
"1701941",9
"1701943",22
"1701945",23
"1701947",3
"1701949",25
"1701950",8
"1701951",3
"1701956",9
"1701957",23
"1701959",23
"1701965",26
"1701966",21
"1701967",3
"1701969",25
"1701972",3
"1701976",27
"1701980",3
"1701982",1
"1701984",3
"1701989",8
"1701991",22
"1701992",2
"1701993",20
"1701994",24
"1701995",8
"1701996",24
"1701999",22
"1702001",8
"1702002",9
"1702003",9
"1702006",8
"1702007",5
"1702011",9
"1702012",22
"1702015",20
"1702016",22
"1702018",9
"1702020",24
"1702021",26
"1702023",27
"1702024",9
"1702030",23
"1702031",24
"1702032",23
"1702033",8
"1702036",10
"1702037",8
"1702038",2
"1702039",9
"1702040",23
"1702043",3
"1702046",7
"1702047",23
"1702052",22
"1702054",2
"1702055",3
"1702056",22
"1702058",22
"1702059",8
"1702060",24
"1702062",4
"1702063",22
"1702066",22
"1702068",28
"1702069",21
"1702070",28
"1702072",3
"1702073",2
"1702075",22
"1702077",8
"1702078",24
"1702080",23
"1702081",23
"1702083",22
"1702084",28
"1702085",24
"1702086",28
"1702088",22
"1702090",9
"1702091",30
"1702092",8
"1702095",22
"1702098",22
"1702100",22
"1702102",26
"1702104",23
"1702105",34
"1702107",23
"1702108",9
"1702110",22
"1702111",23
"1702113",9
"1702115",2
"1702122",8
"1702123",9
"1702126",32
"1702127",27
"1702129",43
"1702130",23
"1702131",3
"1702133",3
"1702134",9
"1702135",1
"1702141",25
"1702143",24
"1702144",9
"1702146",22
"1702150",22
"1702153",3
"1702154",21
"1702156",24
"1702159",22
"1702162",3
"1702166",9
"1702167",22
"1702169",14
"1702170",3
"1702171",8
"1702172",22
"1702174",23
"1702175",34
"1702177",23
"1702182",23
"1702184",39
"1702185",28
"1702186",27
"1702189",29
"1702191",3
"1702192",22
"1702193",23
"1702195",23
"1702205",23
"1702208",22
"1702211",23
"1702212",23
"1702213",9
"1702215",22
"1702216",22
"1702217",21
"1702218",22
"1702222",23
"1702225",21
"1702226",23
"1702229",21
"1702230",27
"1702232",24
"1702233",23
"1702235",31
"1702236",23
"1702238",9
"1702239",9
"1702241",22
"1702244",23
"1702245",22
"1702246",9
"1702249",22
"1702252",23
"1702254",5
"1702255",9
"1702261",14
"1702265",3
"1702266",23
"1702269",22
"1702270",23
"1702273",22
"1702278",23
"1702280",3
"1702281",22
"1702282",9
"1702287",28
"1702290",28
"1702292",34
"1702293",23
"1702294",8
"1702297",31
"1702298",28
"1702301",22
"1702310",3
"1702313",13
"1702317",22
"1702318",9
"1702319",23
"1702322",23
"1702324",28
"1702325",24
"1702327",34
"1702330",14
"1702331",29
"1702332",24
"1702335",23
"1702337",23
"1702338",9
"1702339",52
"1702340",25
"1702341",3
"1702343",24
"1702347",23
"1702348",5
"1702349",23
"1702350",30
"1702354",1
"1702356",23
"1702361",28
"1702362",3
"1702364",23
"1702366",23
"1702367",23
"1702368",21
"1702372",23
"1702374",23
"1702375",22
"1702377",25
"1702378",28
"1702379",23
"1702382",23
"1702384",10
"1702385",11
"1702389",20
"1702391",22
"1702393",23
"1702394",3
"1702395",33
"1702398",22
"1702399",22
"1702400",23
"1702403",22
"1702409",23
"1702412",29
"1702415",31
"1702422",9
"1702423",23
"1702425",22
"1702431",22
"1702434",23
"1702437",3
"1702438",3
"1702440",23
"1702441",3
"1702446",8
"1702447",13
"1702452",3
"1702453",23
"1702454",22
"1702456",22
"1702457",25
"1702458",9
"1702459",23
"1702460",24
"1702461",23
"1702462",21
"1702463",1
"1702464",22
"1702467",9
"1702471",22
"1702472",22
"1702475",35
"1702479",14
"1710001",22
"1710002",22
"1710003",22
"1710004",7
"1710005",3
"1710006",28
"1710007",3
"1710008",27
"1710009",10
"1710010",22
"1710011",22
"1710012",23
"1710013",22
"1710014",54
"1710015",22
"1710016",22
"1710017",31
"1710018",8
"1710019",22
"1710020",3
"1710021",3
"1710022",7
"1710023",7
"1710024",23
"1710025",1
"1710026",8
"1710027",8
"1710029",22
"1710030",8
"1710031",7
"1710032",8
"1710033",22
"1710034",20
"1710035",1
"1710036",36
"1710037",2
"1710039",22
"1710040",30
"1710041",27
"1710042",22
"1710043",25
"1710044",23
"1710045",23
"1710046",8
"1710047",23
"1710048",23
"1710049",28
"1710050",10
"1710051",7
"1710052",3
"1710053",20
"1710054",20
"1710055",20
"1710056",34
"1710057",8
"1710058",24
"1710059",11
"1710060",34
"1710061",22
"1710062",21
"1710064",5
"1710065",22
"1710068",23
"1710069",21
"1800003",24
"1800005",26
"1800014",2
"1800016",9
"1800018",3
"1800019",28
"1800021",25
"1800024",24
"1800028",9
"1800029",9
"1800030",29
"1800031",9
"1800035",9
"1800038",8
"1800039",28
"1800040",9
"1800043",9
"1800044",28
"1800046",3
"1800048",34
"1800050",5
"1800054",3
"1800057",8
"1800058",25
"1800059",24
"1800065",8
"1800067",23
"1800068",9
"1800070",7
"1800071",9
"1800073",3
"1800075",23
"1800078",28
"1800079",23
"1800083",31
"1800085",9
"1800088",10
"1800097",3
"1800100",3
"1800101",9
"1800107",22
"1800111",23
"1800113",3
"1800115",23
"1800117",3
"1800118",23
"1800119",24
"1800122",23
"1800124",8
"1800127",23
"1800128",8
"1800130",9
"1800131",23
"1800133",4
"1800135",35
"1800136",26
"1800137",24
"1800141",3
"1800142",24
"1800143",9
"1800145",23
"1800147",9
"1800150",7
"1800151",28
"1800152",23
"1800155",9
"1800156",23
"1800157",9
"1800158",9
"1800159",9
"1800160",23
"1800162",28
"1800163",9
"1800164",35
"1800165",23
"1800167",24
"1800169",27
"1800173",3
"1800175",23
"1800179",9
"1800180",23
"1800181",9
"1800182",38
"1800184",3
"1800186",28
"1800187",23
"1800189",3
"1800191",9
"1800193",9
"1800194",23
"1800195",23
"1800198",24
"1800199",21
"1800200",23
"1800201",24
"1800204",23
"1800206",27
"1800207",3
"1800208",24
"1800209",28
"1800212",3
"1800214",24
"1800216",9
"1800218",29
"1800222",24
"1800223",26
"1800225",25
"1800229",9
"1800232",3
"1800233",9
"1800235",9
"1800238",23
"1800242",30
"1800243",9
"1800245",4
"1800248",24
"1800250",28
"1800252",23
"1800253",4
"1800257",23
"1800258",28
"1800261",9
"1800263",23
"1800266",3
"1800268",28
"1800269",3
"1800270",14
"1800271",24
"1800274",28
"1800281",9
"1800285",23
"1800286",3
"1800287",9
"1800288",9
"1800289",26
"1800290",21
"1800291",5
"1800292",9
"1800293",9
"1800294",21
"1800295",27
"1800297",21
"1800298",16
"1800302",21
"1800303",21
"1800305",8
"1800311",23
"1800312",23
"1800314",23
"1800315",23
"1800316",9
"1800320",24
"1800322",9
"1800325",29
"1800326",23
"1800327",9
"1800330",23
"1800333",28
"1800334",23
"1800336",23
"1800337",9
"1800340",23
"1800341",28
"1800342",9
"1800343",9
"1800345",23
"1800346",23
"1800348",12
"1800349",24
"1800350",31
"1800351",26
"1800356",8
"1800359",9
"1800362",24
"1800365",23
"1800367",23
"1800368",22
"1800370",23
"1800371",23
"1800372",22
"1800373",3
"1800374",23
"1800375",9
"1800378",9
"1800380",23
"1800381",23
"1800383",10
"1800384",9
"1800386",9
"1800387",23
"1800389",23
"1800390",23
"1800391",23
"1800393",23
"1800396",21
"1800403",3
"1800404",23
"1800407",9
"1800411",24
"1800412",10
"1800415",9
"1800417",23
"1800418",8
"1800419",7
"1800420",23
"1800426",9
"1800433",29
"1800435",22
"1800438",9
"1800439",9
"1800445",9
"1800446",24
"1800447",9
"1800449",28
"1800450",23
"1800452",21
"1800453",23
"1800454",36
"1800456",23
"1800458",23
"1800460",29
"1800461",36
"1800464",25
"1800465",23
"1800467",3
"1800471",23
"1800472",23
"1800473",24
"1800474",27
"1800475",28
"1800476",23
"1800477",23
"1800479",24
"1800483",23
"1800487",23
"1800488",23
"1800489",23
"1800495",23
"1800496",9
"1800497",23
"1800498",23
"1800499",23
"1800501",23
"1800502",23
"1800504",28
"1800505",8
"1800509",23
"1800516",3
"1800523",9
"1800524",23
"1800525",23
"1800526",28
"1800527",36
"1800529",23
"1800530",23
"1800533",23
"1800534",23
"1800535",30
"1800536",23
"1800537",23
"1800538",21
"1800539",21
"1800540",9
"1800553",30
"1800554",28
"1800555",23
"1800564",23
"1800566",23
"1800567",23
"1800570",9
"1800572",23
"1800578",23
"1800579",23
"1800580",23
"1800581",21
"1800582",5
"1800583",23
"1800585",26
"1800586",23
"1800588",23
"1800589",23
"1800591",23
"1800593",23
"1800594",24
"1800596",21
"1800597",23
"1800602",21
"1800604",21
"1800605",9
"1800608",5
"1800610",9
"1800611",21
"1800612",7
"1800615",23
"1800616",23
"1800617",12
"1800618",9
"1800620",10
"1800621",9
"1800623",23
"1800624",34
"1800627",8
"1800628",8
"1800629",21
"1800631",21
"1800632",21
"1800634",23
"1800635",23
"1800636",25
"1800638",28
"1800639",23
"1800647",9
"1800651",22
"1800653",3
"1800655",9
"1800657",3
"1800658",24
"1800665",3
"1800668",9
"1800669",23
"1800674",23
"1800680",10
"1800684",23
"1800687",21
"1800689",11
"1800690",9
"1800692",9
"1800693",12
"1800694",14
"1800699",13
"1800700",29
"1800701",3
"1800702",9
"1800703",26
"1800704",9
"1800710",23
"1800714",9
"1800715",8
"1800717",21
"1800718",3
"1800721",4
"1800723",21
"1800724",22
"1800726",9
"1800728",19
"1800729",24
"1800730",21
"1800735",37
"1800737",23
"1800739",9
"1800740",24
"1800742",28
"1800743",23
"1800746",23
"1800747",33
"1800748",9
"1800749",9
"1800751",28
"1800757",9
"1800759",10
"1800763",10
"1800764",21
"1800765",7
"1800769",23
"1800770",28
"1800771",23
"1800772",9
"1800778",9
"1800784",1
"1800787",23
"1800788",23
"1800790",23
"1800791",9
"1800792",23
"1800794",9
"1800798",3
"1800799",23
"1800800",8
"1800802",23
"1800806",9
"1800807",23
"1800809",9
"1800811",28
"1800812",1
"1800813",5
"1800814",28
"1800815",3
"1800818",35
"1800821",10
"1800823",35
"1800824",24
"1800825",9
"1800829",9
"1800830",23
"1800833",9
"1800836",24
"1800837",23
"1800839",24
"1800840",23
"1800841",23
"1800845",24
"1800846",9
"1800847",23
"1800853",9
"1800854",23
"1800859",28
"1800861",9
"1800862",9
"1800863",3
"1800864",24
"1800865",21
"1800867",23
"1800868",23
"1800870",23
"1800871",30
"1800873",24
"1800874",23
"1800878",21
"1800879",36
"1800880",3
"1800881",10
"1800883",3
"1800885",9
"1800887",24
"1800889",24
"1800890",21
"1800895",23
"1800897",6
"1800898",9
"1800899",22
"1800901",23
"1800902",25
"1800904",24
"1800906",9
"1800908",9
"1800910",9
"1800911",24
"1800912",3
"1800914",9
"1800915",3
"1800916",29
"1800922",22
"1800926",23
"1800927",9
"1800928",23
"1800929",23
"1800932",23
"1800936",9
"1800937",34
"1800939",23
"1800941",28
"1800945",28
"1800948",11
"1800949",3
"1800950",23
"1800955",25
"1800959",8
"1800961",9
"1800964",23
"1800965",21
"1800966",23
"1800968",23
"1800969",23
"1800970",9
"1800975",23
"1800976",21
"1800977",23
"1800978",23
"1800980",23
"1800985",37
"1800988",23
"1800993",9
"1800995",27
"1800996",23
"1800997",23
"1800999",29
"1801000",24
"1801001",23
"1801004",3
"1801006",23
"1801007",9
"1801009",23
"1801010",23
"1801012",23
"1801014",23
"1801015",24
"1801016",21
"1801017",21
"1801021",28
"1801025",23
"1801026",21
"1801027",25
"1801028",23
"1801031",23
"1801033",25
"1801039",35
"1801040",23
"1801041",21
"1801042",23
"1801044",21
"1801045",23
"1801046",23
"1801048",21
"1801050",23
"1801051",23
"1801052",23
"1801054",23
"1801055",28
"1801056",24
"1801057",28
"1801058",5
"1801059",23
"1801060",29
"1801064",26
"1801065",23
"1801066",9
"1801067",23
"1801069",23
"1801070",23
"1801071",23
"1801072",12
"1801073",12
"1801074",23
"1801075",9
"1801076",12
"1801080",9
"1801081",24
"1801084",35
"1801085",23
"1801087",23
"1801088",9
"1801090",3
"1801091",21
"1801093",23
"1801094",24
"1801095",23
"1801098",3
"1801099",23
"1801102",9
"1801103",28
"1801104",23
"1801105",23
"1801106",23
"1801108",23
"1801109",23
"1801110",28
"1801111",23
"1801112",23
"1801116",10
"1801119",9
"1801120",23
"1801121",26
"1801124",24
"1801125",23
"1801128",23
"1801130",24
"1801133",28
"1801134",23
"1801135",25
"1801136",23
"1801138",23
"1801139",21
"1801141",26
"1801142",10
"1801143",28
"1801144",23
"1801145",23
"1801146",23
"1801147",15
"1801148",23
"1801150",26
"1801151",24
"1801154",21
"1801156",9
"1801157",3
"1801162",23
"1801163",3
"1801165",23
"1801167",24
"1801168",9
"1801169",3
"1801172",8
"1801175",24
"1801178",23
"1801179",9
"1801180",23
"1801183",12
"1801185",23
"1801188",23
"1801189",24
"1801190",23
"1801191",23
"1801192",3
"1801194",26
"1801198",23
"1801199",29
"1801200",9
"1801201",23
"1801202",31
"1801205",28
"1801206",24
"1801210",9
"1801211",3
"1801215",9
"1801218",25
"1801220",25
"1801221",23
"1801222",3
"1801224",23
"1801225",28
"1801226",9
"1801227",9
"1801228",23
"1801233",23
"1801234",9
"1801235",7
"1801238",3
"1801241",23
"1801245",24
"1801246",23
"1801249",10
"1801251",3
"1801253",3
"1801255",9
"1801256",24
"1801258",23
"1801264",23
"1801267",24
"1801269",28
"1801270",30
"1801274",3
"1801276",9
"1801278",9
"1801281",23
"1801282",23
"1801288",3
"1801290",25
"1801291",3
"1801295",23
"1801296",23
"1801300",23
"1801302",23
"1801303",26
"1801304",24
"1801305",23
"1801308",24
"1801310",23
"1801311",31
"1801313",32
"1801314",24
"1801315",23
"1801316",9
"1801319",29
"1801321",23
"1801322",27
"1801323",23
"1801324",9
"1801325",23
"1801326",24
"1801327",24
"1801328",26
"1801329",23
"1801330",23
"1801331",23
"1801332",31
"1801333",23
"1801334",10
"1801336",9
"1801337",3
"1801339",9
"1801341",23
"1801342",21
"1801343",23
"1801344",21
"1801345",9
"1801347",23
"1801351",3
"1801355",3
"1801359",23
"1801360",9
"1801362",23
"1801363",23
"1801364",23
"1801365",23
"1801366",23
"1801367",23
"1801368",23
"1801369",23
"1801372",23
"1801373",31
"1801374",9
"1801375",25
"1801376",23
"1801378",23
"1801380",23
"1801381",23
"1801382",23
"1801384",23
"1801388",9
"1801389",9
"1801390",23
"1801392",23
"1801394",21
"1801395",23
"1801396",23
"1801397",24
"1801402",29
"1801403",23
"1801405",2
"1801406",9
"1801407",23
"1801409",23
"1801415",23
"1801416",9
"1801417",23
"1801419",9
"1801421",9
"1801422",23
"1801424",23
"1801425",23
"1801429",23
"1801430",8
"1801431",28
"1801432",9
"1801436",26
"1801437",23
"1801443",24
"1801445",9
"1801448",28
"1801449",23
"1801451",25
"1801453",24
"1801454",23
"1801455",23
"1801457",23
"1801458",23
"1801459",11
"1801460",26
"1801462",23
"1801463",9
"1801464",7
"1801472",3
"1801479",9
"1801481",9
"1801490",35
"1801492",23
"1801497",24
"1801499",1
"1801500",23
"1801501",9
"1801503",25
"1801507",25
"1801508",23
"1801511",27
"1801512",24
"1801514",32
"1801515",22
"1900001",23
"1900002",3
"1900004",23
"1900006",30
"1900009",23
"1900012",23
"1900014",28
"1900021",23
"1900023",31
"1900024",9
"1900026",24
"1900028",9
"1900029",9
"1900030",23
"1900034",29
"1900035",24
"1900037",6
"1900038",9
"1900039",9
"1900042",9
"1900044",9
"1900045",23
"1900047",11
"1900052",23
"1900055",33
"1900056",24
"1900057",9
"1900058",36
"1900059",9
"1900061",3
"1900062",24
"1900063",28
"1900066",24
"1900067",28
"1900068",28
"1900069",5
"1900070",29
"1900072",23
"1900076",24
"1900078",10
"1900083",23
"1900084",9
"1900085",23
"1900086",9
"1900088",9
"1900092",9
"1900094",23
"1900097",8
"1900100",29
"1900102",23
"1900103",23
"1900107",3
"1900110",8
"1900111",29
"1900117",9
"1900120",14
"1900121",8
"1900127",23
"1900128",23
"1900129",23
"1900130",3
"1900132",23
"1900136",9
"1900137",21
"1900139",23
"1900141",9
"1900142",9
"1900143",9
"1900146",24
"1900148",9
"1900150",8
"1900151",24
"1900152",9
"1900154",28
"1900156",23
"1900158",9
"1900159",25
"1900161",9
"1900163",26
"1900166",9
"1900168",9
"1900171",9
"1900175",1
"1900176",9
"1900179",24
"1900180",9
"1900181",23
"1900183",17
"1900184",2
"1900185",9
"1900189",28
"1900191",9
"1900192",3
"1900194",15
"1900195",9
"1900196",22
"1900199",5
"1900200",11
"1900206",8
"1900208",9
"1900209",15
"1900212",23
"1900215",23
"1900218",9
"1900220",24
"1900221",21
"1900223",9
"1900225",29
"1900227",23
"1900232",23
"1900234",25
"1900237",28
"1900238",9
"1900240",23
"1900243",9
"1900247",7
"1900251",23
"1900258",13
"1900263",29
"1900267",9
"1900271",11
"1900274",26
"1900275",9
"1900280",9
"1900283",9
"1900284",23
"1900286",21
"1900290",26
"1900295",23
"1900298",2
"1900299",28
"1900303",26
"1900306",26
"1900314",1
"1900315",10
"1900316",22
"1900320",22
"1900321",11
"1900324",3
"1900325",9
"1900327",21
"1900328",9
"1900329",23
"1900331",23
"1900332",23
"1900335",10
"1900336",3
"1900338",9
"1900339",28
"1900341",23
"1900343",9
"1900345",1
"1900346",9
"1900347",3
"1900348",23
"1900350",9
"1900352",3
"1900353",28
"1900354",8
"1900355",21
"1900356",24
"1900357",3
"1900366",9
"1900368",30
"1900372",9
"1900373",9
"1900374",9
"1900376",24
"1900378",9
"1900383",24
"1900385",24
"1900386",9
"1900387",24
"1900391",3
"1900392",23
"1900394",22
"1900397",9
"1900399",9
"1900401",3
"1900404",25
"1900406",9
"1900407",23
"1900408",28
"1900409",9
"1900410",9
"1900411",26
"1900413",9
"1900415",23
"1900417",3
"1900420",9
"1900422",9
"1900423",3
"1900426",3
"1900427",23
"1900428",23
"1900430",3
"1900432",3
"1900433",9
"1900436",9
"1900437",2
"1900438",23
"1900439",24
"1900440",3
"1900441",9
"1900442",3
"1900443",3
"1900444",3
"1900446",3
"1900449",2
"1900450",23
"1900451",23
"1900453",9
"1900454",14
"1900455",24
"1900456",9
"1900457",9
"1900459",23
"1900460",23
"1900461",9
"1900462",23
"1900464",3
"1900465",23
"1900466",23
"1900468",3
"1900469",23
"1900470",23
"1900471",9
"1900472",3
"1900473",3
"1900474",25
"1900475",23
"1900478",23
"1900479",24
"1900480",9
"1900481",3
"1900482",23
"1900483",24
"1900484",3
"1900486",23
"1900487",9
"1900488",33
"1900490",30
"1900491",9
"1900492",3
"1900493",3
"1900494",3
"1900497",23
"1900498",23
"1900500",28
"1900502",3
"1900503",9
"1900504",28
"1900505",3
"1900506",23
"1900511",9
"1900512",3
"1900513",3
"1900514",23
"1900515",23
"1900517",3
"1900518",23
"1900522",3
"1900523",28
"1900524",9
"1900527",8
"1900528",24
"1900530",3
"1900532",23
"1900533",25
"1900534",28
"1900535",23
"1900538",24
"1900539",3
"1900540",23
"1900541",3
"1900544",9
"1900546",24
"1900548",35
"1900550",9
"1900551",33
"1900554",28
"1900555",9
"1900558",7
"1900559",23
"1900561",23
"1900563",3
"1900564",23
"1900566",8
"1900567",3
"1900568",8
"1900570",24
"1900571",23
"1900572",9
"1900575",24
"1900576",9
"1900577",28
"1900578",36
"1900579",24
"1900581",1
"1900582",23
"1900583",9
"1900585",23
"1900588",9
"1900591",10
"1900592",24
"1900593",30
"1900594",23
"1900595",31
"1900597",8
"1900601",3
"1900604",23
"1900605",23
"1900606",9
"1900607",9
"1900608",39
"1900609",23
"1900610",9
"1900611",23
"1900612",3
"1900617",8
"1900622",7
"1900623",7
"1900624",8
"1900626",23
"1900627",29
"1900628",27
"1900638",25
"1900640",9
"1900643",3
"1900644",9
"1900648",9
"1900650",23
"1900651",9
"1900652",23
"1900653",9
"1900655",24
"1900656",8
"1900658",10
"1900660",9
"1900661",36
"1900667",14
"1900673",23
"1900675",25
"1900676",23
"1900677",9
"1900682",8
"1900684",22
"1900686",9
"1900687",26
"1900691",28
"1900695",14
"1900696",3
"1900698",9
"1900701",24
"1900705",23
"1900708",25
"1900709",9
"1900712",14
"1900714",23
"1900716",3
"1900718",9
"1900719",8
"1900724",35
"1900725",24
"1900728",32
"1900729",9
"1900730",9
"1900731",23
"1900733",2
"1900735",24
"1900736",23
"1900741",3
"1900747",23
"1900748",3
"1900751",9
"1900752",23
"1900756",9
"1900757",23
"1900759",23
"1900761",23
"1900762",23
"1900763",23
"1900764",11
"1900767",3
"1900768",9
"1900772",23
"1900775",3
"1900781",3
"1900784",9
"1900787",8
"1900789",8
"1900790",23
"1900792",3
"1900793",23
"1900794",2
"1900795",24
"1900798",3
"1900800",23
"1900803",3
"1900804",10
"1900805",11
"1900806",9
"1900807",28
"1900809",28
"1900810",3
"1900811",3
"1900813",3
"1900814",9
"1900817",23
"1900820",23
"1900821",10
"1900824",9
"1900828",23
"1900829",3
"1900830",23
"1900832",23
"1900833",24
"1900834",9
"1900835",9
"1900836",3
"1900838",23
"1900841",23
"1900843",23
"1900844",23
"1900845",9
"1900846",3
"1900848",9
"1900850",23
"1900854",9
"1900855",23
"1900857",23
"1900858",23
"1900860",23
"1900861",23
"1900862",9
"1900864",3
"1900865",23
"1900866",23
"1900867",9
"1900870",9
"1900871",29
"1900872",24
"1900873",3
"1900874",32
"1900875",10
"1900876",23
"1900877",9
"1900879",9
"1900880",2
"1900885",9
"1900886",3
"1900889",23
"1900890",9
"1900892",23
"1900893",9
"1900894",10
"1900895",23
"1900896",23
"1900897",23
"1900898",9
"1900900",27
"1900903",3
"1900904",9
"1900905",3
"1900908",8
"1900910",9
"1900911",9
"1900913",9
"1900915",3
"1900917",3
"1900919",3
"1900920",23
"1900922",23
"1900924",23
"1900925",23
"1900926",3
"1900927",23
"1900928",23
"1900929",9
"1900932",28
"1900936",10
"1900937",23
"1900940",15
"1900941",3
"1900946",23
"1900947",3
"1900951",10
"1900953",24
"1900954",3
"1900955",24
"1900956",23
"1900957",3
"1900958",3
"1900959",23
"1900961",23
"1900963",3
"1900965",23
"1900967",13
"1900969",23
"1900970",23
"1900971",23
"1900974",24
"1900978",3
"1900979",23
"1900980",23
"1900981",23
"1900983",23
"1900985",3
"1900986",23
"1900987",3
"1900988",29
"1900992",23
"1900995",23
"1900998",5
"1900999",9
"1901000",23
"1901001",9
"1901002",3
"1901003",23
"1901004",23
"1901006",8
"1901010",8
"1901011",23
"1901012",24
"1901014",8
"1901015",28
"1901016",8
"1901017",9
"1901019",27
"1901021",23
"1901026",32
"1901028",23
"1901029",8
"1901030",9
"1901034",23
"1901035",23
"1901037",23
"1901040",23
"1901042",9
"1901044",23
"1901046",23
"1901048",23
"1901052",23
"1901063",23
"1901071",8
"1901073",23
"1901074",23
"1901077",3
"1901078",23
"1901080",23
"1901083",23
"1901086",23
"1901087",25
"1901088",23
"1901089",3
"1901091",24
"1901092",3
"1901093",2
"1901094",23
"1901095",23
"1901097",23
"1901098",23
"1901101",2
"1901103",23
"1901104",3
"1901105",28
"1901111",23
"1901112",29
"1901116",23
"1901119",9
"1901121",23
"1901123",29
"1901124",23
"1901125",23
"1901128",23
"1901129",3
"1901130",10
"1901131",8
"1901132",23
"1901134",4
"1901135",9
"1901136",23
"1901137",23
"1901140",23
"1901143",23
"1901150",23
"1901151",23
"1901154",23
"1901156",24
"1901157",23
"1901159",9
"1901160",9
"1901164",9
"1901166",9
"1901167",9
"1901168",23
"1901169",23
"1901170",29
"1901171",28
"1901173",23
"1901175",9
"1901177",23
"1901182",24
"1901183",3
"1901184",23
"1901186",29
"1901187",23
"1901189",23
"1901190",9
"1901191",23
"1901192",23
"1901197",23
"1901198",23
"1901199",23
"1901203",3
"1901205",3
"1901207",23
"1901208",23
"1901209",9
"1901210",1
"1901212",23
"1901213",24
"1901214",28
"1901215",9
"1901216",21
"1901223",3
"1901224",11
"1901230",23
"1901231",9
"1901232",23
"1901233",24
"1901235",23
"1901240",27
"1901241",9
"1901242",3
"1901244",9
"1901248",26
"1901252",23
"1901254",10
"1901255",9
"1901266",3
"1901267",9
"1901272",9
"1901278",9
"1901281",23
"1901284",23
"1901286",24
"1901287",23
"1901288",23
"1901292",23
"1901293",23
"1901296",3
"1901297",3
"1901300",28
"1901304",23
"1901306",24
"1901309",10
"1901311",11
"1901314",30
"1901315",1
"1901318",28
"1901321",9
"1901333",9
"1901337",1
"1901338",23
"1901339",3
"1901343",9
"1901346",24
"1901348",24
"1901351",9
"1901353",9
"1901355",23
"1901357",24
"1901359",36
"1901361",9
"1901362",3
"1901363",1
"1901367",23
"1901370",35
"1901373",25
"1901376",3
"1901377",28
"1901379",9
"1901387",23
"1901389",2
"1901390",10
"1901392",23
"1901394",9
"1901401",23
"1901405",9
"1901406",9
"1901409",23
"1901411",23
"1901416",26
"1901417",29
"1901420",2
"1901424",8
"1901425",11
"1901428",9
"1901431",9
"1901433",9
"1901434",2
"1901436",36
"1901439",23
"1901440",24
"1901442",10
"1901443",24
"1901446",3
"1901447",9
"1901449",9
"1901450",27
"1901451",10
"1901452",24
"1901453",23
"1901454",23
"1901458",9
"1901459",8
"1901460",9
"1901463",24
"1901464",2
"1901465",31
"1901466",9
"1901468",9
"1901469",22
"1901470",9
"1901471",9
"1901472",3
"1901473",21
"1901479",29
"1901481",9
"1901482",32
"1901483",9
"1901486",23
"1901488",11
"1901489",3
"1901490",10
"1901492",28
"1901494",9
"1901495",28
"1901497",15
"1901500",24
"1901502",11
"1901504",3
"1901507",24
"1901508",9
"1901510",24
"1901511",28
"1901512",3
"1901514",9
"1901515",30
"1901518",8
"1901520",3
"1901523",23
"1901524",9
"1901525",23
"1901527",3
"1901529",26
"1901530",8
"1901531",9
"1901532",8
"1901533",8
"1901534",25
"1901535",23
"1901536",24
"1901537",23
"1901538",23
"1901539",9
"1901540",25
"1901541",9
"1901542",24
"1901544",3
